draftPickID,Year,Team ID,Rd,Pk,Player,College
1,2018,Golden State Warriors,1,28,Jacob Evans,University of Cincinnati
2,2016,Golden State Warriors,1,30,Damian Jones,Vanderbilt University
3,2015,Golden State Warriors,1,30,Kevon Looney,University of California Los Angeles
4,2012,Golden State Warriors,1,7,Harrison Barnes,University of North Carolina
5,2012,Golden State Warriors,1,30,Festus Ezeli,Vanderbilt University
6,2012,Golden State Warriors,2,35,Draymond Green,Michigan State University
7,2012,Golden State Warriors,2,52,Ognjen Kuzmic,
8,2011,Golden State Warriors,1,11,Klay Thompson,Washington State University
9,2011,Golden State Warriors,2,44,Charles Jenkins,Hofstra University
10,2010,Golden State Warriors,1,6,Ekpe Udoh,Baylor University
11,2009,Golden State Warriors,1,7,Stephen Curry,Davidson College
12,2008,Golden State Warriors,1,14,Anthony Randolph,Louisiana State University
13,2008,Golden State Warriors,2,49,Richard Hendrix,
14,2007,Golden State Warriors,1,18,Marco Belinelli,
15,2007,Golden State Warriors,2,36,Jermareo Davidson,University of Alabama
16,2007,Golden State Warriors,2,46,Stephane Lasme,University of Massachusetts Amherst
17,2006,Golden State Warriors,1,9,Patrick O'Bryant,Bradley University
18,2006,Golden State Warriors,2,38,Kosta Perovic,
19,2005,Golden State Warriors,1,9,Ike Diogu,Arizona State University
20,2005,Golden State Warriors,2,40,Monta Ellis,
21,2005,Golden State Warriors,2,42,Chris Taft,University of Pittsburgh
22,2004,Golden State Warriors,1,11,Andris Biedrins,
23,2003,Golden State Warriors,1,11,Mickael Pietrus,
24,2003,Golden State Warriors,2,40,Derrick Zimmerman,Mississippi State University
25,2002,Golden State Warriors,1,3,Mike Dunleavy,Duke University
26,2002,Golden State Warriors,2,30,Steve Logan,
27,2001,Golden State Warriors,1,5,Jason Richardson,Michigan State University
28,2001,Golden State Warriors,1,14,Troy Murphy,University of Notre Dame
29,2001,Golden State Warriors,2,31,Gilbert Arenas,University of Arizona
30,2000,Golden State Warriors,2,55,Chris Porter,Auburn University
31,1999,Golden State Warriors,1,21,Jeff Foster,Texas State University
32,1999,Golden State Warriors,2,56,Tim Young,Stanford University
33,1998,Golden State Warriors,1,5,Vince Carter,University of North Carolina
34,1997,Golden State Warriors,1,8,Adonal Foyle,Colgate University
35,1997,Golden State Warriors,2,37,Marc Jackson,Temple University
36,1996,Golden State Warriors,1,11,Todd Fuller,North Carolina State University
37,1996,Golden State Warriors,2,40,Marcus Mann,
38,1995,Golden State Warriors,1,1,Joe Smith,University of Maryland
39,1995,Golden State Warriors,2,34,Andrew DeClercq,University of Florida
40,1995,Golden State Warriors,2,40,Dwayne Whitfield,Jackson State University
41,1995,Golden State Warriors,2,50,Martin Lewis,Seward County Community College
42,1995,Golden State Warriors,2,55,Michael McDonald,University of New Orleans
43,1994,Golden State Warriors,1,16,Clifford Rozier,University of Louisville
44,1994,Golden State Warriors,2,39,Anthony Miller,Michigan State University
45,1994,Golden State Warriors,2,45,Dwayne Morton,University of Louisville
46,1993,Golden State Warriors,1,3,Anfernee Hardaway,University of Memphis
47,1993,Golden State Warriors,2,34,Darnell Mee,Western Kentucky University
48,1992,Golden State Warriors,1,24,Latrell Sprewell,University of Alabama
49,1992,Golden State Warriors,2,43,Sasha Danilovic,
50,1992,Golden State Warriors,2,50,Matt Fish,University of North Carolina at Wilmington
51,1991,Golden State Warriors,1,16,Chris Gatling,Old Dominion University
52,1991,Golden State Warriors,1,17,Victor Alexander,Iowa State University
53,1991,Golden State Warriors,1,25,Shaun Vandiver,
54,1991,Golden State Warriors,2,43,Lamont Strothers,Christopher Newport University
55,1990,Golden State Warriors,1,11,Tyrone Hill,Xavier University
56,1990,Golden State Warriors,2,28,Les Jepsen,University of Iowa
57,1990,Golden State Warriors,2,34,Kevin Pritchard,University of Kansas
58,1989,Golden State Warriors,1,14,Tim Hardaway,University of Texas at El Paso
59,1988,Golden State Warriors,1,5,Mitch Richmond,Kansas State University
60,1988,Golden State Warriors,2,41,Keith Smart,Indiana University
61,1987,Golden State Warriors,1,14,Tellis Frank,Western Kentucky University
62,1987,Golden State Warriors,3,58,Darryl Johnson,Michigan State University
63,1987,Golden State Warriors,4,83,Benny Bolton,
64,1987,Golden State Warriors,5,105,Terry Williams,
65,1987,Golden State Warriors,6,127,Sarunas Marciulionis,
66,1987,Golden State Warriors,7,152,Ronnie Leggette,
67,1986,Golden State Warriors,1,3,Chris Washburn,North Carolina State University
68,1986,Golden State Warriors,3,51,Mike Williams,Bradley University
69,1986,Golden State Warriors,3,59,Wendell Alexis,
70,1986,Golden State Warriors,4,75,Dan Bingenheimer,
71,1986,Golden State Warriors,5,97,Clinton Smith,Cleveland State University
72,1986,Golden State Warriors,6,121,Bobby Lee Hurt,
73,1986,Golden State Warriors,7,143,Steve Kenilvort,
74,1985,Golden State Warriors,1,7,Chris Mullin,St. John's University
75,1985,Golden State Warriors,2,42,Bobby Lee Hurt,
76,1985,Golden State Warriors,3,49,Brad Wright,University of California Los Angeles
77,1985,Golden State Warriors,4,71,Luster Goodwin,
78,1985,Golden State Warriors,5,95,Greg Cavener,
79,1985,Golden State Warriors,6,117,Gerald Crosby,
80,1985,Golden State Warriors,7,141,Eric Boyd,
81,1984,Golden State Warriors,2,30,Steve Burtt,Iona College
82,1984,Golden State Warriors,2,31,Jay Murphy,Boston College
83,1984,Golden State Warriors,2,35,Othell Wilson,University of Virginia
84,1984,Golden State Warriors,2,45,Gary Plummer,Boston University
85,1984,Golden State Warriors,3,55,Lewis Jackson,
86,1984,Golden State Warriors,5,101,Steve Bartek,
87,1984,Golden State Warriors,5,110,Scott McCollum,
88,1984,Golden State Warriors,6,123,Tony Martin,
89,1984,Golden State Warriors,7,147,Cliff Higgins,
90,1984,Golden State Warriors,8,169,Paul Brozovich,
91,1984,Golden State Warriors,9,192,Mitch Arnold,
92,1984,Golden State Warriors,10,213,Tim Bell,
93,1983,Golden State Warriors,1,6,Russell Cross,Purdue University
94,1983,Golden State Warriors,2,43,Pace Mannion,University of Utah
95,1983,Golden State Warriors,3,53,Mike Holton,University of California Los Angeles
96,1983,Golden State Warriors,4,77,Peter Thibeaux,Saint Mary's College of California
97,1983,Golden State Warriors,5,99,Greg Hines,
98,1983,Golden State Warriors,6,123,Tom Heywood,
99,1983,Golden State Warriors,7,145,Peter Williams,
100,1983,Golden State Warriors,8,169,Doug Harris,
101,1983,Golden State Warriors,9,190,Greg Goorjiam,
102,1983,Golden State Warriors,10,212,Michael Zeno,
103,1982,Golden State Warriors,1,14,Lester Conner,Oregon State University
104,1982,Golden State Warriors,2,35,Derek Smith,University of Louisville
105,1982,Golden State Warriors,2,38,Wayne Sappleton,Loyola University of Chicago
106,1982,Golden State Warriors,3,60,Chris Engler,University of Wyoming
107,1982,Golden State Warriors,4,83,Ken Stancell,
108,1982,Golden State Warriors,5,106,Albert Irving,
109,1982,Golden State Warriors,6,129,David Vann,
110,1982,Golden State Warriors,7,152,Matt Waldron,
111,1982,Golden State Warriors,8,175,Mark King,
112,1982,Golden State Warriors,9,198,Nick Morken,
113,1982,Golden State Warriors,10,219,Randy Whieldon,
114,1981,Golden State Warriors,2,33,Sam Williams,Arizona State University
115,1981,Golden State Warriors,3,56,Carlton Neverson,
116,1981,Golden State Warriors,4,76,Lewis Lloyd,Drake University
117,1981,Golden State Warriors,4,80,Terry Adolph,
118,1981,Golden State Warriors,5,102,Hank McDowell,University of Memphis
119,1981,Golden State Warriors,6,126,Carter Scott,
120,1981,Golden State Warriors,7,148,Robby Dosty,
121,1981,Golden State Warriors,8,171,Yasutaka Okayama,
122,1981,Golden State Warriors,9,192,Doug Murrey,
123,1981,Golden State Warriors,10,213,Barry Brooks,
124,1980,Golden State Warriors,1,1,Joe Barry Carroll,Purdue University
125,1980,Golden State Warriors,1,13,Rickey Brown,Mississippi State University
126,1980,Golden State Warriors,2,24,Larry Smith,Alcorn State University
127,1980,Golden State Warriors,2,25,Jeff Ruland,Iona College
128,1980,Golden State Warriors,3,49,John Virgil,
129,1980,Golden State Warriors,4,71,Robert Scott,
130,1980,Golden State Warriors,5,95,Don Carlino,
131,1980,Golden State Warriors,6,117,Neil Bresnahan,
132,1980,Golden State Warriors,7,141,Lorenzo Romar,University of Washington
133,1980,Golden State Warriors,8,162,Kurt Kanaskie,
134,1980,Golden State Warriors,9,182,Billy Reid,University of San Francisco
135,1980,Golden State Warriors,10,200,Tim Higgins,
136,1979,Golden State Warriors,2,28,Danny Salisbury,
137,1979,Golden State Warriors,3,54,Cheese Johnson,Wichita State University
138,1979,Golden State Warriors,4,75,Ron Ripley,
139,1979,Golden State Warriors,4,82,Jerry Sichting,Purdue University
140,1979,Golden State Warriors,5,96,George Lett,
141,1979,Golden State Warriors,6,118,Jim Mitchem,
142,1979,Golden State Warriors,7,137,Ren Watson,
143,1979,Golden State Warriors,8,155,Mario Butler,
144,1979,Golden State Warriors,9,175,Gene Ransom,
145,1979,Golden State Warriors,10,192,Kevin Heenan,
146,1978,Golden State Warriors,1,5,Purvis Short,Jackson State University
147,1978,Golden State Warriors,1,22,Raymond Townsend,University of California Los Angeles
148,1978,Golden State Warriors,2,40,Wayne Cooper,University of New Orleans
149,1978,Golden State Warriors,3,56,Steve Neff,
150,1978,Golden State Warriors,4,77,Derrick Jackson,
151,1978,Golden State Warriors,5,101,Bubba Wilson,Western Carolina University
152,1978,Golden State Warriors,6,122,Buzz Hartnett,
153,1978,Golden State Warriors,7,142,Rick Bernard,
154,1978,Golden State Warriors,8,163,Tony Searcy,
155,1978,Golden State Warriors,9,179,Bobby Humbles,
156,1978,Golden State Warriors,10,193,Mike Muff,
157,1977,Golden State Warriors,1,16,Rickey Green,University of Michigan
158,1977,Golden State Warriors,1,18,Wesley Cox,University of Louisville
159,1977,Golden State Warriors,2,38,Ricky Love,
160,1977,Golden State Warriors,3,60,Marlon Redmond,University of San Francisco
161,1977,Golden State Warriors,4,82,Roy Smith,
162,1977,Golden State Warriors,4,87,Leartha Scott,
163,1977,Golden State Warriors,5,104,Ray Epps,Norfolk State University
164,1977,Golden State Warriors,6,126,Jack Phelan,
165,1977,Golden State Warriors,7,146,Jerry Thurston,
166,1977,Golden State Warriors,8,165,Ricky Marsh,Manhattan College
167,1976,Golden State Warriors,1,8,Robert Parish,Centenary College of Louisiana
168,1976,Golden State Warriors,1,17,Sonny Parker,Texas A&M University
169,1976,Golden State Warriors,2,34,Marshall Rogers,University of Texas-Pan American
170,1976,Golden State Warriors,4,68,Jeff Fosnes,
171,1976,Golden State Warriors,5,86,Carl Bird,
172,1976,Golden State Warriors,6,91,Duane Barnett,
173,1976,Golden State Warriors,6,104,Gene Cunningham,
174,1976,Golden State Warriors,7,122,Jesse Campbell,
175,1976,Golden State Warriors,8,140,Stan Boskovich,
176,1976,Golden State Warriors,9,157,Howard Smith,
177,1976,Golden State Warriors,10,173,Ken Smith,
178,1975,Golden State Warriors,1,14,Joe Bryant,La Salle University
179,1975,Golden State Warriors,2,20,Gus Williams,University of Southern California
180,1975,Golden State Warriors,3,40,Otis Johnson,
181,1975,Golden State Warriors,3,51,Robert Hawkins,Illinois State University
182,1975,Golden State Warriors,4,69,Billy Taylor,
183,1975,Golden State Warriors,5,87,Larry Pounds,
184,1975,Golden State Warriors,6,105,Tony Styles,
185,1975,Golden State Warriors,7,123,Stan Boyer,
186,1975,Golden State Warriors,8,141,Mike Rozenski,
187,1975,Golden State Warriors,9,157,Scott Trobbe,
188,1975,Golden State Warriors,10,171,Maurice Harper,
189,1974,Golden State Warriors,1,11,Jamaal Wilkes,University of California Los Angeles
190,1974,Golden State Warriors,2,29,Phil Smith,University of San Francisco
191,1974,Golden State Warriors,3,47,Frank Kendrick,Purdue University
192,1974,Golden State Warriors,4,65,Willie Biles,
193,1974,Golden State Warriors,5,83,Steve Erickson,
194,2018,Denver Nuggets,1,14,Michael Porter,University of Missouri
195,2018,Denver Nuggets,2,43,Justin Jackson,University of Maryland
196,2018,Denver Nuggets,2,58,Thomas Welsh,University of California Los Angeles
197,2017,Denver Nuggets,1,13,Donovan Mitchell,University of Louisville
198,2017,Denver Nuggets,2,49,Vlatko Cancar,
199,2017,Denver Nuggets,2,51,Monte Morris,Iowa State University
200,2016,Denver Nuggets,1,7,Jamal Murray,University of Kentucky
201,2016,Denver Nuggets,1,15,Juan Hernangomez,
202,2016,Denver Nuggets,1,19,Malik Beasley,Florida State University
203,2016,Denver Nuggets,2,53,Petr Cornelie,
204,2016,Denver Nuggets,2,56,Daniel Hamilton,University of Connecticut
205,2015,Denver Nuggets,1,7,Emmanuel Mudiay,
206,2015,Denver Nuggets,2,57,Nikola Radicevic,
207,2014,Denver Nuggets,1,11,Doug McDermott,Creighton University
208,2014,Denver Nuggets,2,41,Nikola Jokic,
209,2014,Denver Nuggets,2,56,Roy Devyn Marble,University of Iowa
210,2013,Denver Nuggets,1,27,Rudy Gobert,
211,2012,Denver Nuggets,1,20,Evan Fournier,
212,2012,Denver Nuggets,2,38,Quincy Miller,Baylor University
213,2012,Denver Nuggets,2,50,Izzet Turkyilmaz,
214,2011,Denver Nuggets,1,22,Kenneth Faried,Morehead State University
215,2009,Denver Nuggets,2,34,Sergio Llull,
216,2006,Denver Nuggets,2,49,Leon Powe,University of California
217,2005,Denver Nuggets,1,20,Julius Hodge,North Carolina State University
218,2005,Denver Nuggets,1,22,Jarrett Jack,Georgia Institute of Technology
219,2005,Denver Nuggets,2,52,Axel Hervelle,
220,2004,Denver Nuggets,1,20,Jameer Nelson,Saint Joseph's University
221,2003,Denver Nuggets,1,3,Carmelo Anthony,Syracuse University
222,2003,Denver Nuggets,2,46,Sani Becirovic,
223,2002,Denver Nuggets,1,5,Nikoloz Tskitishvili,
224,2002,Denver Nuggets,1,25,Frank Williams,University of Illinois at Urbana-Champaign
225,2002,Denver Nuggets,2,33,Vincent Yarbrough,University of Tennessee
226,2001,Denver Nuggets,2,47,Ousmane Cisse,
227,2000,Denver Nuggets,1,26,Mamadou N'Diaye,Auburn University
228,2000,Denver Nuggets,2,53,Dan McClintock,Northern Arizona University
229,1999,Denver Nuggets,1,18,James Posey,Xavier University
230,1999,Denver Nuggets,2,33,Chris Herren,California State University Fresno
231,1999,Denver Nuggets,2,41,Francisco Elson,University of California
232,1998,Denver Nuggets,1,3,Raef LaFrentz,University of Kansas
233,1998,Denver Nuggets,1,23,Tyronn Lue,University of Nebraska
234,1998,Denver Nuggets,2,54,Tremaine Fowlkes,California State University Fresno
235,1998,Denver Nuggets,2,55,Ryan Bowen,University of Iowa
236,1997,Denver Nuggets,1,5,Tony Battie,Texas Tech University
237,1997,Denver Nuggets,2,32,James Cotton,California State University Long Beach
238,1997,Denver Nuggets,2,41,Jason Lawson,Villanova University
239,1996,Denver Nuggets,1,23,Efthimi Rentzias,
240,1996,Denver Nuggets,2,37,Jeff McInnis,University of North Carolina
241,1995,Denver Nuggets,1,15,Brent Barry,Oregon State University
242,1995,Denver Nuggets,2,44,Anthony Pelle,
243,1994,Denver Nuggets,1,13,Jalen Rose,University of Michigan
244,1993,Denver Nuggets,1,9,Rodney Rogers,Wake Forest University
245,1993,Denver Nuggets,2,43,Josh Grant,University of Utah
246,1992,Denver Nuggets,1,5,LaPhonso Ellis,University of Notre Dame
247,1992,Denver Nuggets,1,13,Bryant Stith,University of Virginia
248,1992,Denver Nuggets,2,46,Robert Werdann,St. John's University
249,1991,Denver Nuggets,1,4,Dikembe Mutombo,Georgetown University
250,1991,Denver Nuggets,1,8,Mark Macon,Temple University
251,1990,Denver Nuggets,1,3,Mahmoud Abdul-Rauf,Louisiana State University
252,1990,Denver Nuggets,2,42,Marcus Liberty,University of Illinois at Urbana-Champaign
253,1989,Denver Nuggets,1,15,Todd Lichti,Stanford University
254,1989,Denver Nuggets,2,42,Michael Cutright,
255,1989,Denver Nuggets,2,47,Reggie Turner,
256,1988,Denver Nuggets,1,23,Jerome Lane,University of Pittsburgh
257,1988,Denver Nuggets,2,43,Todd Mitchell,Purdue University
258,1988,Denver Nuggets,2,47,Vernon Maxwell,University of Florida
259,1988,Denver Nuggets,3,66,Dwight Boyd,
260,1987,Denver Nuggets,2,31,Andre Moore,Loyola University of Chicago
261,1987,Denver Nuggets,3,54,Tom Schafer,
262,1987,Denver Nuggets,4,77,David Boone,
263,1987,Denver Nuggets,5,100,Ron Grandison,University of New Orleans
264,1987,Denver Nuggets,6,123,Kelvin Scarborough,
265,1987,Denver Nuggets,7,146,Rowan Gomes,
266,1987,Denver Nuggets,7,156,Curtis Hunter,
267,1986,Denver Nuggets,1,16,Maurice Martin,Saint Joseph's University
268,1986,Denver Nuggets,1,18,Mark Alarie,Duke University
269,1986,Denver Nuggets,2,41,Otis Smith,Jacksonville University
270,1986,Denver Nuggets,3,64,Don Redden,
271,1986,Denver Nuggets,4,87,Anthony Watson,
272,1986,Denver Nuggets,5,110,Jon Collins,
273,1986,Denver Nuggets,6,133,Anthony Frederick,Pepperdine University
274,1986,Denver Nuggets,7,156,Mike Marshall,
275,1985,Denver Nuggets,1,15,Blair Rasmussen,University of Oregon
276,1985,Denver Nuggets,2,43,Barry Stevens,Iowa State University
277,1985,Denver Nuggets,4,89,Pete Williams,University of Arizona
278,1985,Denver Nuggets,5,112,Kenny Brown,
279,1985,Denver Nuggets,6,135,Joe Carrabino,
280,1985,Denver Nuggets,7,158,Eddie Smith,
281,1984,Denver Nuggets,2,42,Willie White,University of Tennessee at Chattanooga
282,1984,Denver Nuggets,4,79,Karl Tilleman,
283,1984,Denver Nuggets,5,103,Prince Bridges,
284,1984,Denver Nuggets,6,125,Willie Burton,
285,1984,Denver Nuggets,7,149,Mark Simpson,
286,1984,Denver Nuggets,8,171,Bill Wendlandt,
287,1984,Denver Nuggets,9,194,Cecil Exum,
288,1984,Denver Nuggets,10,215,Dexter Bailey,
289,1983,Denver Nuggets,1,15,Howard Carter,Louisiana State University
290,1983,Denver Nuggets,2,37,David Russell,
291,1983,Denver Nuggets,3,61,David Little,
292,1983,Denver Nuggets,4,83,York Gross,
293,1983,Denver Nuggets,5,107,James Braddock,
294,1983,Denver Nuggets,6,129,Glenn Green,
295,1983,Denver Nuggets,7,153,Maurice McDaniel,
296,1983,Denver Nuggets,8,175,Cliff Tribus,
297,1983,Denver Nuggets,9,198,Bobby Van Noy,
298,1983,Denver Nuggets,10,218,Cleveland McCrae,
299,1982,Denver Nuggets,1,19,Rob Williams,University of Houston
300,1982,Denver Nuggets,3,62,Roylin Bond,
301,1982,Denver Nuggets,4,84,Alford Turner,
302,1982,Denver Nuggets,5,109,Bill Duffy,
303,1982,Denver Nuggets,6,131,Chris Brust,
304,1982,Denver Nuggets,7,153,Jeb Barlow,
305,1982,Denver Nuggets,8,178,Donny Speer,
306,1982,Denver Nuggets,9,200,Dean Sears,
307,1982,Denver Nuggets,10,220,Mike Phillips,
308,1981,Denver Nuggets,2,34,Ken Green,University of Texas-Pan American
309,1981,Denver Nuggets,5,101,Willie Sims,
310,1981,Denver Nuggets,6,124,Alonzo Weatherley,
311,1981,Denver Nuggets,7,147,Greg Manning,
312,1981,Denver Nuggets,8,169,Curtis Redding,
313,1981,Denver Nuggets,9,191,Andrew Burton,
314,1981,Denver Nuggets,10,211,Derrick Rowland,State University of New York at Potsdam
315,1980,Denver Nuggets,1,5,James Ray,Jacksonville University
316,1980,Denver Nuggets,1,23,Carl Nicks,Indiana State University
317,1980,Denver Nuggets,2,41,Jawann Oldham,Seattle University
318,1980,Denver Nuggets,3,47,Kurt Nimphius,Arizona State University
319,1980,Denver Nuggets,3,48,Eddie Lee,
320,1980,Denver Nuggets,3,51,Ronnie Valentine,Old Dominion University
321,1980,Denver Nuggets,4,73,Sammie Ellis,
322,1980,Denver Nuggets,5,97,James Patrick,
323,1980,Denver Nuggets,6,119,Ernie Hill,
324,1980,Denver Nuggets,7,143,Tommy Springer,
325,1980,Denver Nuggets,9,184,Jim Graziano,
326,1980,Denver Nuggets,10,202,Earl Sango,
327,1979,Denver Nuggets,2,30,Gary Garland,DePaul University
328,1979,Denver Nuggets,5,102,Larry Williams,
329,1979,Denver Nuggets,6,122,Odell Ball,
330,1979,Denver Nuggets,7,144,John Johnson,
331,1979,Denver Nuggets,8,162,Matt Teahan,
332,1979,Denver Nuggets,9,179,Emmett Lewis,
333,1978,Denver Nuggets,1,17,Rod Griffin,
334,1978,Denver Nuggets,1,21,Mike Evans,Kansas State University
335,1978,Denver Nuggets,3,46,Hollis Copeland,Rutgers University
336,1978,Denver Nuggets,5,106,Michael Edwards,
337,1978,Denver Nuggets,6,127,Robert Heard,
338,1978,Denver Nuggets,7,148,Jack Gilloon,
339,1978,Denver Nuggets,8,166,Larry Vaculik,
340,1978,Denver Nuggets,9,183,Tom Schneeburger,
341,1978,Denver Nuggets,10,198,Phil Taylor,
342,1977,Denver Nuggets,1,9,Tom LaGarde,University of North Carolina
343,1977,Denver Nuggets,1,21,Anthony Roberts,Oral Roberts University
344,1977,Denver Nuggets,3,65,Robert Smith,University of Nevada Las Vegas
345,1977,Denver Nuggets,5,109,John Billups,
346,1977,Denver Nuggets,6,130,Jim Town,
347,1977,Denver Nuggets,7,150,Willie High,
348,1977,Denver Nuggets,8,169,Len Saunders,
349,2018,Portland TrailBlazers,1,24,Anfernee Simons,
350,2017,Portland TrailBlazers,1,15,Justin Jackson,University of North Carolina
351,2017,Portland TrailBlazers,1,20,Harry Giles,Duke University
352,2017,Portland TrailBlazers,1,26,Caleb Swanigan,Purdue University
353,2015,Portland TrailBlazers,1,23,Rondae Hollis-Jefferson,University of Arizona
354,2013,Portland TrailBlazers,1,10,CJ McCollum,Lehigh University
355,2013,Portland TrailBlazers,2,39,Jeff Withey,University of Kansas
356,2013,Portland TrailBlazers,2,40,Grant Jerrett,University of Arizona
357,2013,Portland TrailBlazers,2,45,Marko Todorovic,
358,2012,Portland TrailBlazers,1,6,Damian Lillard,Weber State University
359,2012,Portland TrailBlazers,1,11,Meyers Leonard,University of Illinois at Urbana-Champaign
360,2012,Portland TrailBlazers,2,40,Will Barton,University of Memphis
361,2012,Portland TrailBlazers,2,41,Tyshawn Taylor,University of Kansas
362,2011,Portland TrailBlazers,1,21,Nolan Smith,Duke University
363,2011,Portland TrailBlazers,2,51,Jon Diebler,Ohio State University
364,2010,Portland TrailBlazers,1,22,Elliot Williams,University of Memphis
365,2010,Portland TrailBlazers,2,34,Armon Johnson,University of Nevada Reno
366,2009,Portland TrailBlazers,1,22,Victor Claver,
367,2009,Portland TrailBlazers,2,33,Dante Cunningham,Villanova University
368,2009,Portland TrailBlazers,2,38,Jon Brockman,University of Washington
369,2009,Portland TrailBlazers,2,55,Patrick Mills,Saint Mary's College of California
370,2008,Portland TrailBlazers,1,13,Brandon Rush,University of Kansas
371,2008,Portland TrailBlazers,2,33,Joey Dorsey,University of Memphis
372,2008,Portland TrailBlazers,2,36,Omer Asik,
373,2008,Portland TrailBlazers,2,55,Mike Taylor,Iowa State University
374,2007,Portland TrailBlazers,1,1,Greg Oden,Ohio State University
375,2007,Portland TrailBlazers,2,37,Josh McRoberts,Duke University
376,2007,Portland TrailBlazers,2,42,Derrick Byars,Vanderbilt University
377,2007,Portland TrailBlazers,2,52,Taurean Green,University of Florida
378,2007,Portland TrailBlazers,2,53,Demetris Nichols,Syracuse University
379,2006,Portland TrailBlazers,1,4,Tyrus Thomas,Louisiana State University
380,2006,Portland TrailBlazers,1,30,Joel Freeland,
381,2006,Portland TrailBlazers,2,31,James White,University of Cincinnati
382,2005,Portland TrailBlazers,1,6,Martell Webster,
383,2005,Portland TrailBlazers,1,27,Linas Kleiza,University of Missouri
384,2005,Portland TrailBlazers,2,35,Ricky Sanchez,
385,2004,Portland TrailBlazers,1,13,Sebastian Telfair,
386,2004,Portland TrailBlazers,1,23,Sergei Monia,
387,2004,Portland TrailBlazers,2,46,Ha Seung-Jin,
388,2003,Portland TrailBlazers,1,23,Travis Outlaw,
389,2003,Portland TrailBlazers,2,54,Nedzad Sinanovic,
390,2002,Portland TrailBlazers,1,21,Qyntel Woods,Northeast Mississippi Community College
391,2002,Portland TrailBlazers,2,43,Jason Jennings,
392,2002,Portland TrailBlazers,2,51,Federico Kammerichs,
393,2001,Portland TrailBlazers,1,19,Zach Randolph,Michigan State University
394,2001,Portland TrailBlazers,2,50,Ruben Boumtje-Boumtje,Georgetown University
395,2000,Portland TrailBlazers,1,28,Erick Barkley,St. John's University
396,1999,Portland TrailBlazers,2,52,Roberto Bergersen,
397,1997,Portland TrailBlazers,1,18,Chris Anstey,
398,1997,Portland TrailBlazers,2,47,Alvin Williams,Villanova University
399,1996,Portland TrailBlazers,1,17,Jermaine O'Neal,
400,1996,Portland TrailBlazers,2,46,Marcus Brown,Murray State University
401,1995,Portland TrailBlazers,1,8,Shawn Respert,Michigan State University
402,1994,Portland TrailBlazers,1,17,Aaron McKie,Temple University
403,1994,Portland TrailBlazers,2,43,Shawnelle Scott,St. John's University
404,1993,Portland TrailBlazers,1,21,James Robinson,University of Alabama
405,1993,Portland TrailBlazers,2,48,Kevin Thompson,North Carolina State University
406,1992,Portland TrailBlazers,1,26,Dave Johnson,Syracuse University
407,1992,Portland TrailBlazers,2,31,Reggie Smith,Texas Christian University
408,1991,Portland TrailBlazers,2,54,Marcus Kennedy,
409,1990,Portland TrailBlazers,1,25,Alaa Abdelnaby,Duke University
410,1989,Portland TrailBlazers,1,22,Byron Irvin,University of Missouri
411,1989,Portland TrailBlazers,2,36,Clifford Robinson,University of Connecticut
412,1988,Portland TrailBlazers,1,21,Mark Bryant,Seton Hall University
413,1988,Portland TrailBlazers,2,26,Rolando Ferreira,University of Houston
414,1988,Portland TrailBlazers,3,53,Anthony Mason,Tennessee State University
415,1988,Portland TrailBlazers,3,71,Craig Neal,Georgia Institute of Technology
416,1987,Portland TrailBlazers,1,17,Ronnie Murphy,Jacksonville University
417,1987,Portland TrailBlazers,2,29,Lester Fonville,
418,1987,Portland TrailBlazers,2,30,Nikita Wilson,Louisiana State University
419,1987,Portland TrailBlazers,3,63,Kevin Gamble,University of Iowa
420,1987,Portland TrailBlazers,4,86,Norwood Barber,
421,1987,Portland TrailBlazers,5,109,David Moss,
422,1987,Portland TrailBlazers,6,132,Bernard Johnson,
423,1987,Portland TrailBlazers,7,155,Kenny Stone,
424,1986,Portland TrailBlazers,1,14,Walter Berry,St. John's University
425,1986,Portland TrailBlazers,1,24,Arvydas Sabonis,
426,1986,Portland TrailBlazers,2,37,Parragiotis Fasoulas,
427,1986,Portland TrailBlazers,3,49,Juden Smith,
428,1986,Portland TrailBlazers,3,60,Drazen Petrovic,
429,1986,Portland TrailBlazers,4,83,David Shaffer,
430,1986,Portland TrailBlazers,5,106,Jerry Adams,
431,1986,Portland TrailBlazers,6,129,Tony Hampton,
432,1986,Portland TrailBlazers,7,152,Randy Schiff,
433,1985,Portland TrailBlazers,1,24,Terry Porter,University of Wisconsin-Stevens Point
434,1985,Portland TrailBlazers,2,25,Mike Smrek,Canisius College
435,1985,Portland TrailBlazers,2,39,George Montgomery,
436,1985,Portland TrailBlazers,3,61,Perry Young,Virginia Polytechnic Institute and State University
437,1985,Portland TrailBlazers,4,85,Joe Atkinson,
438,1985,Portland TrailBlazers,5,107,James Anderson,
439,1985,Portland TrailBlazers,6,131,Curtis Moore,
440,1985,Portland TrailBlazers,7,153,Mark Owen,
441,1984,Portland TrailBlazers,1,2,Sam Bowie,University of Kentucky
442,1984,Portland TrailBlazers,1,19,Bernard Thompson,California State University Fresno
443,1984,Portland TrailBlazers,2,26,Victor Fleming,
444,1984,Portland TrailBlazers,2,33,Steve Colter,New Mexico State University
445,1984,Portland TrailBlazers,2,46,Jerome Kersey,Longwood University
446,1984,Portland TrailBlazers,3,65,Tim Kearney,
447,1984,Portland TrailBlazers,4,88,Brett Applegate,
